"Project Id","Project name",Website,"Short description","Long description","Social impact","Start date","End date",Country,Region,Latitude,Longitude,"Linked Organisation IDs","Who we help tags","Support tags",Focus,Technology,"Creation date"
71,"IZA World of Labor",,,"Political and economic stakeholders in labor markets regularly face the challenge of responding to acute or systemic problemsand identifying new approaches. Evidence-based scientific analysis can support and guide the process of identifying, evaluating, and implementing economic policy options that best meet the objectives of decision-makers.
The IZA World of Labor assists policy-making by presenting empirically founded research on markets and related economic policy measures in an innovative way to meet the needs of stakeholders in labor markets worldwide.",,,,,,,,340,,"Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Work and employment","Open data, Open knowledge","Geotagging, GPS and GIS, open data",1970-01-01
501,"Join In",,,"community benefits.",,,,,,,,821,,"Education and skills, Health and wellbeing, Participation and democracy","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
860,joy,,,,,,,,,,,,,,,,2017-03-06
113,KiiCS,,,"KiiCS wants to bring science closer to society, especially young people, by promoting the creative character of science and underlining its practical applications on health, environment and any other aspect of daily life. The project will also connect the best innovative ideas with companies and potential investors.",,,,,,,,78,,"Culture and arts, Education and skills, Science","Open knowledge","Artificial intelligence and machine learning, Digital fabrication and 3D-printing",1970-01-01
66,"KM FEST - Global Collaboration Platform",https://3lexarca.com/platform/55c8b75e1f4ce44f73e876c8/,"Global collaboration platform designed to support open research and partnering innovation communities involved in the Industry 4.0","<p><strong>KM-FEST</strong> are international open innovation collaborative events for promotion, development, and exchange of new ideas,&nbsp; knowledge, solutions and its dissemination and transfer to the hands of potential users.These are simultaneous research, industrial innovation and professional outreach, collaboration and social networking events.</p>
<h3><strong>The main KM-FEST Challenges</strong></h3>
<ul>
<li><em>Global techno-entrepreneurship</em></li>
<li><em>Global networking and value chain opportunities</em></li>
<li><em>Emerging technologies and new business models</em></li>
<li><em>Regional and global innovation ecosystems</em></li>
<li><em>Logistics of virtual innovation communities and their value chains</em></li>
<li><em>Fostering creativity, open innovations, talents</em></li>
<li><em>Emerging competencies and lifelong learning systems</em></li>
<li><em>International knowledge management</em></li>
<li><em>ICT as enabling technologies&nbsp;&nbsp;</em></li>
</ul>
<p><em><strong>KM FEST regional coordinators</strong> from Denmark, Germany, Greece, India, Poland, Slovenia, South Africa, UK, and the USA</em></p>
<p>&nbsp;</p>","<p>Expected social impacts:</p>
<p>This program supports open research and innovation communities, techno-entrepreneurs, companies, and research organizations involved in value chain enabling technologies, as well as in the development of supporting innovation ecosystem business models.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",,,,,,,453,"acceleration of clients for B2B entrepreneurs, Co-creation, collaboration, collaborative economy, collaborative society, Collective Awareness Platforms, Collective intelligence, decentralization, engineering, events","Education and skills, Science, Work and employment","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
676,"knowledge organisation community",,,"Open access to knowledge for all",,,,,,,,737,,"Culture and arts, Science","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, open data, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
25,"La Paillasse Network",,,"Providing access to a multidisciplinary ecosystem, combining biotechnology, computing, electronics, design as well as rapid prototyping tools, La Paillasse positions itself as a hub for accelerating projects that address local and global issues.",,,,,,,,31,,"Education and skills, Science","Open data, Open hardware, Open knowledge, Open networks","Artificial intelligence and machine learning, Digital fabrication and 3D-printing, open data, Open-source technologies, Social networks and social media",1970-01-01
356,Laborlab,,,"Generation of a new employment model based in the idea of ""projectum"" instead of ""curriculum"".",,,,,,,,1063,,"Work and employment","Open knowledge","Mobile and web apps, Peer-to-peer networks, Social networks and social media",1970-01-01
640,"LabourStart News",,,"We are trying to raise awareness of labour issues globally within the trade union movement.",,,,,,,,154,,"Work and employment","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, Social networks and social media",1970-01-01
227,LaCuisine.co,,,"Make Crowd-innovation the new philosophy for future useful and social business models.",,,,,,,,"566, 1138",,"Neighbourhood regeneration, Participation and democracy","Open data, Open hardware, Open knowledge, Open networks","big data, Open-source technologies",1970-01-01
