"Organisation ID","Organisation name",Website,"Short description","Long description",Country,Region,Latitude,Longitude,Address,"Organisation type","Organisation size","Start date","Linked project IDs",Tags,"Network tags",Created
838,"Cardiff University",,,,"United Kingdom",Cardiff,51.4816546,-3.1791933,"5 The Parade,
CF24 3AA",,,,558,,,1970-01-01
159,carlombas,,,,Spain,"villanueva del pardillo",40.4949232,-3.9600064,"rio alberche, 4 estudio 5,
28229",,,,,,,1970-01-01
684,"Casal de Gent Gran Comerc",,,,,,,,",
",,,,,,,1970-01-01
140,"CASPUR - CINECA",,,,,,,,",
",,,,,,,1970-01-01
858,"Casserole Club",,,,"United Kingdom",London,51.5073219,-0.1276473,"25 City Road,
EC1Y 1AA","Grassroots organisation or community network","0-5 people",,655,,,1970-01-01
1196,CAST,http://wearecast.org.uk,"We upskill and upscale social-impact organisations to use technology for accelerated social change.","<p><a href=""wearecast.org.uk"">CAST</a>, the Centre for Acceleration of Social Technology, is driving the growth of tech for good in the UK. We upskill and upscale social impact organisations and work alongside grant makers, investors and government to accelerate the use of tech for social change. Using a mix of incubation, investment and co-production, CAST supports the best early-stage ideas to achieve impact at scale.</p>","United Kingdom",Stroud,51.745424,-2.2198604,,"Social enterprise, charity, foundation or other non-profit","6-10 people",2015-05-06,754,"charity, community, Digital, digital design, Digital Social Innovation, interdisciplinarity, Non-profit, not-for-profit, open data, Social Enterprenuership, Social Good, social innovation, tech for good, user-centred design, Web","netsquared, tech for good",1970-01-01
834,CCCBLab,,,,Spain,Barcelona,41.3825596,2.1771353,"Montalegre 5,
8001","Government/Public Sector","0-5 people",,522,,,1970-01-01
247,CCMaule,,,,Chile,Talca,-35.4264962,-71.6660245,"N,
","Academia/Research organisation","0-5 people",,451,,,1970-01-01
257,CDI,,,,Portugal,Lisbon,38.7077926,-9.136506,"Rua Andrade Corvo 4,
1050-009 Lisboa","Social enterprise, charity, foundation or other non-profit","6-10 people",,,,,1970-01-01
1218,Cefriel,http://www.cefriel.com,"Not-for-profit Research Center and Digital Innovation Company specialized in ICT and Design",,Italy,Milano,45.4667971,9.1904984,,"Academia/Research organisation","101-500 people",1988-10-01,"807, 808, 809","digital innovation, not-for-profit, research center",,2016-12-19
43,"Center for Democratic Transition",,,,Montenegro,Podgorica,42.4415238,19.2621081,"Vladike Danila 28,
81000",,"11-25 people",,,,,1970-01-01
849,"Center for Research and Development Orange Polska",,,,,,,,",
",,,,,,,1970-01-01
276,"Center For Social Innovation",,,,Turkey,Istanbul,41.0096334,28.9651646,"Cecen Sokak,
34660","Social enterprise, charity, foundation or other non-profit","0-5 people",,"422, 543",,,1970-01-01
819,"Central Denmark Region",,,,Denmark,Viborg,56.4469128,9.4059354,"Skottenborg 26,
8800","Government/Public Sector","over-1000 people",,184,,,1970-01-01
324,"Centre for Advanced Software Technolgy",,,,"United Kingdom","Bangor,",53.2277187,-4.1268821,"FFordd Penlan,
LL57 4HJ","Academia/Research organisation","0-5 people",,252,,,1970-01-01
903,"Centre for European Progression",,,,Belgium,Brussels,50.8465565,4.351697,"Boulevard Saint-Michel 47,
1040",,,,,,,1970-01-01
447,"Centre for Learning Sciences and Technologies (CELSTEC), Open Universiteit Nederland,",,,,Netherlands,Heerlen,50.8762773,5.9827952,"Valkenburgerweg 177,
 6419 AT","Academia/Research organisation","51-100 people",,145,,,1970-01-01
38,"Centre for Policy Modelling, Manchester Metropolitan University",,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"All Saints Campus, Oxford Road,
M15 6BH","Academia/Research organisation","0-5 people",,552,,,1970-01-01
574,"Centre for Social Innovation (ZSI)",,,,Austria,Vienna,48.2083537,16.3725042,"Linke Wienzeile 246,
1150","Academia/Research organisation","51-100 people",,"199, 790",,,1970-01-01
1221,"Centre for Social Innovation / Zentrum fuer Soziale Innovation GmbH",,,,,,,,,,,,,,,2017-01-02
283,"Centrum Cyfrowe",,,,,,,,",
",,,,,,,1970-01-01
890,"CEREHC Centre d'etudes et de recherche sur l'esthetique et l'histoire du cinema",,,,France,"75002 Paris",48.8680861,2.3426058,"2 rue Vivienne,
75002",,,,,,,1970-01-01
1017,"CERHEC Centre d'etudes et de recherche en histoire et esthetique du cinema",,,,France,"75002 Paris",48.8680861,2.3426058,"2 rue Vivienne,
75002","Academia/Research organisation","11-25 people",,,,,1970-01-01
751,Changers,,,,Germany,Potsdam,52.4009309,13.0591397,"Rudolf-Breitscheid-Str. 34,
14482","Grassroots organisation or community network","6-10 people",,232,,,1970-01-01
246,chariteam,,,,Germany,Berlin,52.5170365,13.3888599,"Kurfurstenstr. 141,
10785","Social enterprise, charity, foundation or other non-profit","0-5 people",,"276, 287",,,1970-01-01
943,"Charity MOT",,,,"United Kingdom",London,51.5073219,-0.1276473,"33a Wadeson Street,
E29DR","Social enterprise, charity, foundation or other non-profit","0-5 people",,323,,,1970-01-01
359,Chayn,,,,,,,,",
",,,,,,,1970-01-01
497,"CIANT - Mezinarodni centrum pro umeni a nove technologie",,,,"Czech Republic",Prague,50.0874654,14.4212503,"27,
130 00","Social enterprise, charity, foundation or other non-profit","6-10 people",,"230, 388",,,1970-01-01
790,Cicero,,,,Italy,"Sesto Calende",45.7246406,8.6349143,"via Amendola 16,
21018","For-profit business","0-5 people",,18,,,1970-01-01
813,cidecot,,,,Spain,"La Vecilla",42.8241314,-5.4095561,"Avda. Rio Curueno, 65,
24840",,,,500,,,1970-01-01
715,"Cinematheque francaise",,,,France,Paris,48.8566101,2.3514992,"51, rue de Bercy,
75012","Government/Public Sector","101-500 people",,,,,1970-01-01
1003,"Cinnovate Center",,,,China,Beijing,39.9059631,116.391248,"Room 1601, Tower D, Global Trade Center, 36 Beisanhuan East Rd,
100013",,,,295,,,1970-01-01
1049,CIRASTI,,,,,,,,",
",,,,,,,1970-01-01
10,"CircularSociety AG",,,,Switzerland,Zug,47.1679898,8.5173652,"Baarerstr. 14,
6300","For-profit business","0-5 people",,271,,,1970-01-01
1128,"Cisco Systems",,,,Belgium,Diegem,50.8945555,4.4365042,"De Kleetlaan 6a,
1831","For-profit business",,,,,,1970-01-01
301,CISE,,,,Italy,Forli,44.2226017,12.0409384,"Corso della Repubblica, 5,
47121","Government/Public Sector","11-25 people",,174,,,1970-01-01
1063,Citilab,,,,Spain,"Cornella de Llobregat",41.355724,2.0706225,"n,
8940","Social enterprise, charity, foundation or other non-profit","11-25 people",,356,,,1970-01-01
1032,"Citizen Can",,,,,,,,",
",,,,,,,1970-01-01
450,"Citizen Hive",,,,Sweden,Lund,55.7029296,13.1929449,"Osten Undens Gata 66,
22762","Grassroots organisation or community network","0-5 people",,"155, 624",,,1970-01-01
168,"Citizen Inventor",,,,"United Kingdom",London,51.5073219,-0.1276473,"207 Regent Street 3rd Floor,
W1B 3HH","Grassroots organisation or community network","0-5 people",,376,,,1970-01-01
1260,CitizenLab,https://www.citizenlab.co,"CitizenLab helps local governments reconnect to their community of citizens.","<p><a href=""https://www.citizenlab.co"">CitizenLab</a> introduces an improved way of local democracy for the digital era. Our cloud-based SaaS platform facilitates a two-way communication between the city and its citizens. By automatically analysing citizens&rsquo; feedback and opinions, the platform helps cities tap into the collective intelligence of citizens, whilst enabling them to reach out to more citizens and saving them resources.<br /><br />Today, already over 20 European&nbsp;cities and municipalities are using CitizenLab to make smarter policy decisions. Our mission is to empower many more citizens and give them a direct say in their town hall decisions.&nbsp;</p>",,,,,,"For-profit business","6-10 people",,,"civic tech, democracy",,2017-02-27
102,"Citizens Foundation",,,,Iceland,Reykjavik,64.145981,-21.9422366,"Brietartun 13,
105","Social enterprise, charity, foundation or other non-profit","0-5 people",,126,,,1970-01-01
984,"Citizens Online",,,,"United Kingdom",Stroud,51.745424,-2.2198604,"1 Stratford Court, Stratford Road,
GL5 4AQ","Social enterprise, charity, foundation or other non-profit","11-25 people",,"183, 689",,,1970-01-01
171,"Cittadini Reattivi",,,,Italy,Milano,45.4667971,9.1904984,"Via Simone D'Orsenigo, 18,
20135","Grassroots organisation or community network","6-10 people",,470,,,1970-01-01
809,"City of Amsterdam",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Weesperstraat 89b,
1018AN",,,,472,,,1970-01-01
778,"City of Edinburgh Council",,,,"United Kingdom",Edinburgh,55.9495628,-3.1914971,"4 East Market Street,
eh8 8bg",,,,"293, 679",,,1970-01-01
929,"City of Eindhoven",,,,Netherlands,Eindhoven,51.448557,5.4501225,"stadhuisplein 1,
",,,,347,,,1970-01-01
839,"City of Rijeka",,,,Croatia,Rijeka,45.3269357,14.4409841,"Korzo 16,
51000","Government/Public Sector","101-500 people",,,,,1970-01-01
210,"City of the Future Living Lab",,,,Italy,Milan,45.4667971,9.1904984,"Via Olgettina, 60,
20132","Academia/Research organisation","0-5 people",,,,,1970-01-01
1094,"City of Vienna",,,,Austria,Vienna,48.2083537,16.3725042,"Rathausplatz,
1010","Government/Public Sector","over-1000 people",,354,,,1970-01-01
866,"Civic Development Institute (CDI)",,,,Georgia,Tbilisi,41.6935247,44.8015019,"Chovelidze street # 10,
108","Academia/Research organisation","11-25 people",,494,,,1970-01-01
1117,Cleanap,,,,Italy,Napoli,40.8359336,14.2487826,"via Salvator Rosa,
80100","Grassroots organisation or community network","6-10 people",,"136, 346",,,1970-01-01
292,"Cleanweb UK",,,,"United Kingdom",London,51.5073219,-0.1276473,"Parliament Square,
","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
786,"CMC2 Community Interest Company",,,,"United Kingdom",Monmouth,51.8098882,-2.716044,"4th Floor, Shire Hall,
NP25 3DY","Social enterprise, charity, foundation or other non-profit","0-5 people",,460,,,1970-01-01
211,CNR,,,,Italy,Roma,41.8935085,12.4825526,"Via Palestro 32,
182","Academia/Research organisation","over-1000 people",,552,,,1970-01-01
330,"Co-Innovation Institute",,,,Norway,Kragerø,58.8020966,9.5462887,"Storkollveien 17,
3770","For-profit business","0-5 people",,,,,1970-01-01
777,Co-Lingua,,,,France,Chelles,48.8797422,2.5942129,"17 bis avenue du Marechal Foch,
77500","Grassroots organisation or community network","0-5 people",,43,,,1970-01-01
49,"CoderDojo Foundation",,,,Ireland,Dublin,53.3497645,-6.2602731,"35 Barrow Street,
Dublin 2","Social enterprise, charity, foundation or other non-profit","6-10 people",,483,,,1970-01-01
1085,CodeTheCity,,,,"United Kingdom",Aberdeen,57.1452452,-2.0913744,"Meston Walk,
","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
114,COEX,,,,"Czech Republic","Praha 7",50.0874654,14.4212503,"58,
17000","For-profit business","6-10 people",,,,,1970-01-01
481,Coexisthance,,,,France,Paris,48.8566101,2.3514992,"18 Ave Franklin D. Roosevelt,
75008","For-profit business","0-5 people",,97,,,1970-01-01
224,Colaboratorio,,,,Spain,Cordoba,37.8845065,-4.7793654,"Marroquies 2,
14001","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
691,Colombio,,,,Bulgaria,Sofia,42.6977211,23.3225964,"Gen. Y. Gurko 4,
1000","For-profit business","0-5 people",,556,,,1970-01-01
458,Comar,,,,"United Kingdom","Tobermory, Isle of Mull",56.6222165,-6.07314,"Argyll Terrace,
PA75 6RB","Government/Public Sector","11-25 people",,555,,,1970-01-01
157,"Combine Innovation GmbH",,,,Germany,Stuttgart,48.7784485,9.1800132,"Rebhalde 7,
70191","For-profit business","0-5 people",,92,,,1970-01-01
1078,"Common Futures",,,,"United Kingdom",Colchester,51.8931303,0.9046293,"Sandford Close,
CO79NP","For-profit business","0-5 people",,446,,,1970-01-01
91,"Commune de Forest",,,,Belgium,Brussels,50.8465565,4.351697,"rue du Cure 2,
1190","Government/Public Sector","501-1000 people",,,,,1970-01-01
537,"Communia Assosiation",,,,Belgium,Brussels,50.8465565,4.351697,"6 Etterbeek Tervueren, Avenue de Tervueren 32, B-1040 Brussels, Belgium,
B-1040","Social enterprise, charity, foundation or other non-profit","0-5 people",,"361, 665",,,1970-01-01
1191,"Community Action: MK",https://communityactionmk.org/,"Community Action: MK promotes, supports, engages and involves the amazing work happening in and around Milton Keynes’ communities. We can help you engage with local communities whether you are part of a community, charity, group, company or an individual looking to make a difference!","<h2>Vision</h2>
<p>We believe in a society where people are active and engaged in their community. We believe that the good society cannot exist without a healthy, thriving Voluntary and Community Sector.</p>
<h2>Mission</h2>
<p>A vibrant Voluntary and Community Sector deserves a strong voice and the best support. Community Action: MK aims to be that support and voice.</p>
<h2>At Community Action: MK we believe:</h2>
<p>That Voluntary and Community action is at the heart of a good society.</p>
<p>A good society promotes fairness and social justice; where people are inspired to make a positive difference to their communities.</p>
<p>Voluntary and Community organisations play a vital role in facilitating local action, creating opportunities for people to participate in community life and to support each other and to have a real say in the decisions that affect their lives everyday.</p>
<p>Volunteers are the life blood of a good society. People across communities should be supported and encouraged to actively engage with and support the causes and organizations that they believe in.</p>","United Kingdom","Milton Keynes",52.0429797,-0.7589606,,"Social enterprise, charity, foundation or other non-profit","11-25 people",2001-08-31,"769, 771","charity, community, voluntary",,1970-01-01
448,"Community Forge",,,,Switzerland,Geneva,46.2017559,6.1466014,"Carouge 100,
1205","Grassroots organisation or community network","0-5 people",,306,,,1970-01-01
879,"Community Foundation for Calderdale",,,,"United Kingdom",Halifax,53.7209169,-1.8674503,"1855 Building, Discovery Road,
HX1 2NG","Social enterprise, charity, foundation or other non-profit","6-10 people",,614,,,1970-01-01
649,"Community Media Association",,,,"United Kingdom",Sheffield,53.3806626,-1.4702277,"15 Paternoster Row,
S1 2BX","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
971,"Connected Digital Economy Catapult",,,,,,,,",
",,,,,,,1970-01-01
870,"Conseil Consultatif Regional des Personnes Accueillies",,,,France,Paris,48.8566101,2.3514992,"66, rue Mouzaia,
75019","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
311,"Conseil regional PACA - Direction des lycees",,,,,,,,",
",,,,,,,1970-01-01
56,"Consorzio Tiberina",,,,Italy,ROME,41.8523337,12.6308542,"Via Marianna Dionigi, 17,
193",,,,70,,,1970-01-01
44,"Consultain engineering e.U - RADDSIICT",,,,Austria,Brueckl,46.7485397,14.5319719,"1,
9371",,,,,,,1970-01-01
648,"Contemporary Lynx Ltd",,,,"United Kingdom",London,51.5073219,-0.1276473,"23 Pandora Court, 8 Robertson Road,
E161FS","Social enterprise, charity, foundation or other non-profit","6-10 people",,646,,,1970-01-01
650,Coolmeia,,,,Brazil,Ararangua,-28.9348831,-49.4858388,"Rua Caetano Lummertz 456, sala 401,
88900-000","Grassroots organisation or community network","26-50 people",,17,,,1970-01-01
717,"cooperatief fablab013 u.a.",,,,Netherlands,Tilburg,51.5737092,5.0439311,"galjoenstraat 37,
5017 CL","Grassroots organisation or community network","6-10 people",,,,"FabLab Network",1970-01-01
792,"Coordination Eau Ile de France",,,,France,Montreuil,50.463745,1.7642283,"5 rue de la Revolution,
93100","Grassroots organisation or community network","0-5 people",,641,,,1970-01-01
680,"Coperfield for Social Good",,,,Spain,Barcelona,41.3825596,2.1771353,"Plaza Real, 18,
8001","For-profit business","0-5 people",,277,,,1970-01-01
1190,"CoRe - Consumer Revolution",http://www.corenow.org,"CoRe - a Consumer Revolution to translate, simplify product info & empower consumers, aiming at a more transparent market through citizen participation","<p>CoRe is a platform for information exchange and consumer engagement.&nbsp;</p>
<p>We believe that better informed consumers can make better decisions and that we can channel the power of their choices onto production chains around the world - inserting consumer values into the profit equation of companies and giving a clear market value to social and environmental concerns.&nbsp;</p>
<p>We believe we can make every choice count, TIMES 100!</p>
<p>The issue:</p>
<p>For consumers, it is extremely difficult to get all the information they want and need about products to make informed choices - choices that align with their values and concerns. CoRe is the solution to translate, customize and simplify the product label.</p>
<p><br />For brands, it is extremely costly and time consuming to get relevant, granulated and real-time market intelligence on consumers and emerging trends. FMCGs spend millions of Euro/year for sub-optimal information on this. CoRe is the solution for unmatched market intelligence and consumer engagement, in real time and at affordable prices.</p>
<p><br />CoRe, unlike existing alternatives, fuels positive feedback loops between consumers and industry by combining product information with consumer behavior - promoting a culture of engagement and sharing, and making sustainability profitable.</p>
<p>CoRe does not create content nor alerts on its own &ndash; it is a neutral information exchange platform. Instead, it gathers existing information about products (using online datasets, NGOs, Gov agencies, industry, etc) into a single open-source database. This includes data for Health, Social and Environmental and several subsets.<br />(examples of secured information providers)<br />The mobile app we are developing&nbsp;then&nbsp;offers a single access point to the product data. Users define their preferences on the app and scan a product barcode to get customized information on products, immediate comparison and alternatives (including price), track their own impact and collect points and rewards.</p>
<p><br />The beneficiaries:<br />1 &ndash; End user / Consumers get relevant, simplified and comparative info that allow them to purchase according to their values (and not just price). They get personalized information on products, can share, make comments and indicate their final purchase decisions &ndash; to track own impact, get rewards and make their choices count!</p>
<p><br />2 &ndash; Partners / NGOs boost usage of their data and get free insights on impacts: who follows their info, what other things their followers care about, what they scan and how information helps them choose differently. This data can help improve research &amp; marketing efforts, impact measurements and fundraising efforts.</p>
<p><br />3 &ndash; Clients / Brands get unparalleled insights on consumer values. This allows them to know their customers better, identify trends quicker, know what values drive consumer choices, know the churn rates for products, run marketing impact measurement, market-aligned product development guidelines, etc.</p>",Belgium,Brussels,50.8465565,4.351697,,"Social enterprise, charity, foundation or other non-profit","0-5 people",2015-12-21,,"crowdsourcing, democracy, Digital Social Innovation, food distribution, open data, Social Enterprenuership, social innovation",,1970-01-01
